No.,URL,観光地名,最初の画像のURL,緯度,経度,エリア名,カテゴリー,条件,タグ,季節情報,開催期間,基本情報の備考欄,分類
237,https://niigata-kankou.or.jp/spot/10716,須原スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3361/trim.900/3/2?v=7beaadeb6bacc1cd0420f2966849e36b776a0e4e,37.33141861,139.0053584,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,"スキー場, ナイター貸切, 豊富なコース, ファミリー向け",情報がありません,"2023年12月22日（金曜日） オープン予定_x000D_
2024年3月17日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
238,https://niigata-kankou.or.jp/spot/44172,ヤスダヨーグルト,https://niigata-kankou.or.jp/image/rendering/attraction_image/144865/trim.900/3/2?v=b923a75352b3b4933a1aaa2ed0841ac2a78e4823,37.778225,139.2280888,新潟・阿賀エリア,"食べる, 見る, グルメ・ガストロノミー, ショッピング, 観光施設",情報なし,工場見学,情報がありません,通年,"【工場見学について】_x000D_
・中学生以下のお子様が見学する場合は、安全確保のため同数の大人の方の同伴をお願いたしております。_x000D_
・工場入り口にスロープ等の設置がありません。車椅子やベビーカーを使用されている方がいらっしゃる場合は、ご相談ください。_x000D_
・学校の授業等、一般の工場見学と異なる見学は行っておりません。_x000D_
・ＧＷ・お盆・お正月などにつきましては、安全確保のため工場見学をお休みいたしております。（ショップは営業いたしております。）_x000D_
・牧場等の見学は実施しておりません。_x000D_
・土曜日は混み合いますので、定員になり次第締切をさせていただきます。_x000D_
・ご予約の無い場合は、ご入場いただけませんので、ご注意下さい。",観光施設
239,https://niigata-kankou.or.jp/spot/12980,倉島農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8733/trim.900/3/2?v=3f703e12b4e8fce7a14d5437dc6b641b875a39f7,37.97406959,139.4233724,村上・新発田エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, りんご狩り",情報がありません,2023年9月中旬～11月中旬,情報がありません,フルーツ・野菜収穫
253,https://niigata-kankou.or.jp/spot/5612,しろね大凧と歴史の館,https://niigata-kankou.or.jp/image/rendering/attraction_image/33154/trim.900/3/2?v=64111db54d1be6bf9446e7e8560e04c90648d13a,37.757975,139.023185,新潟・阿賀エリア,"観光施設, 遊ぶ",ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,"3D立体映像ナレーションは6ヶ国語対応(日,英,韓,中,露,仏)",観光施設
255,https://niigata-kankou.or.jp/spot/8930,北雪酒造,https://niigata-kankou.or.jp/image/rendering/attraction_image/23084/trim.900/3/2?v=4a6ada0a3767af47485b03adc95ad54c01e9fb73,37.87087868,138.4140669,佐渡エリア,"酒蔵見学, 地酒・地ビール・ワイン, おみやげ",カード対応可,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
256,https://niigata-kankou.or.jp/spot/11597,湯田上温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/14070/trim.900/3/2?v=9901c5f80b7243a02e55dd81b8a6977c6233503f,37.71100128,139.0756549,弥彦・燕三条エリア,温泉地,"カード対応可, ユニバーサルデザイン情報有, 夫婦, 女性, ファミリー",情報なし,情報がありません,情報がありません,"●泉質：ナトリウム‐塩化物泉。平成10年に新しく掘削した新源泉を使用、又飲用も可。
●主な効能：〔浴用〕慢性皮膚病、慢性婦人病、虚弱児童〔飲用〕慢性消火器病、慢性便秘
●泉温：34.6度",温泉・サウナ
260,https://niigata-kankou.or.jp/spot/10687,神立スノーリゾート,https://niigata-kankou.or.jp/image/rendering/attraction_image/3325/trim.900/3/2?v=ab6a80f70ee7ad0247d28d74dc8b39c2f8428256,36.911234372652096,138.8127713386231,湯沢・魚沼エリア,"アウトドア・スポーツ, スキー・スノーアクティビティ",情報なし,情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年4月21日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
262,https://niigata-kankou.or.jp/spot/10713,小出スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3358/trim.900/3/2?v=04336142de97dbd936762f1f865a1b4478e8354f,37.22820737,138.9535453,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,"スキー場, ファミリー向け, アクセス良好, 景色を楽しむ, 日帰り温泉隣接",情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月10日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
263,https://niigata-kankou.or.jp/spot/10703,八海山麓スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/13611/trim.900/3/2?v=fe41af0b220d4397764c6a5991575294b69fadcb,37.15459,138.974052,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月17日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
266,https://niigata-kankou.or.jp/spot/10685,湯沢パークスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3323/trim.900/3/2?v=ba54782e37a216372435679a1f2721a46b342942,36.92493741620079,138.85940905822758,湯沢・魚沼エリア,スキー・スノーアクティビティ,"おむつ交換場所有, ファミリー",情報なし,情報がありません,"2023年12月23日（土曜日）オープン予定_x000D_
2024年3月31日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
267,https://niigata-kankou.or.jp/spot/5603,白根グレープガーデン,https://niigata-kankou.or.jp/image/rendering/attraction_image/8686/trim.900/3/2?v=c904e250ecc2eaa63132739b1f20e194dbc71430,37.83232188,139.0381332,新潟・阿賀エリア,"フルーツ・野菜収穫, スイーツ, おみやげ","ユニバーサルデザイン情報有, 夫婦, 女性, ファミリー","味覚狩り, ぶどう狩り, 梨狩り, いちご狩り, 桃狩り, いちじく狩り, ジェラート, さくらんぼ狩り",情報がありません,2023年1月28日（土曜日）～6月下旬,全天候型休憩センター完備（無料）,フルーツ・野菜収穫
276,https://niigata-kankou.or.jp/spot/11609,神湯とふれあいの里（神湯温泉倶楽部）／キャンピングパーク神湯,https://niigata-kankou.or.jp/image/rendering/attraction_image/3665/trim.900/3/2?v=6d24d5977d80905895eb4f7997a30efd74db3411,37.28476198,138.9965205,湯沢・魚沼エリア,"日帰り温泉, 温泉地, 温泉宿泊施設, キャンプ, アウトドア・スポーツ",情報なし,"宿泊施設, 日帰り温泉, キャンプ場",情報がありません,情報がありません,"●泉質：弱アルカリ性単純泉_x000D_
●主な効能：神経痛、関節痛、慢性消化器病",温泉・サウナ
290,https://niigata-kankou.or.jp/spot/10689,一本杉スノーパーク,https://niigata-kankou.or.jp/image/rendering/attraction_image/3327/trim.900/3/2?v=1b25acebabf52ac935e9fd996524201805709859,36.93659245343576,138.80691527249147,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年4月7日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
292,https://niigata-kankou.or.jp/spot/7317,樽ケ橋遊園,https://niigata-kankou.or.jp/image/rendering/attraction_image/122754/trim.900/3/2?v=df246defdff78a0b03de029505e8ae0e5882c8cc,38.06255982573954,139.4532212736989,村上・新発田エリア,"観光施設, その他の花",授乳室有,遊園地,"その他の花の最新状況: 終わり
その他の花のシーズン: 5月中旬",情報がありません,"動物_x000D_
①エゾシカ_x000D_
②バリケン_x000D_
⓷オオフラミンゴ_x000D_
④アヒル　他_x000D_
⑤カイウサギ_x000D_
⑥モルモット_x000D_
⑦フェレット_x000D_
⑧ヤギ_x000D_
⑨シェトランドポニー_x000D_
⑩アルパカ_x000D_
⑪ニホンザル_x000D_
⑫ダチョウ_x000D_
⑬ヤクシカ_x000D_
⑭ツキノワグマ
_x000D_
樽ケ橋遊園のSNSでは、飼育員が動物たちのかわいい姿をアップしています。_x000D_
ぜひご覧ください。",観光施設
294,https://niigata-kankou.or.jp/spot/5606,フルーツ童夢やまだ農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/8747/trim.900/3/2?v=64ff92294cf53af1445ced43b858a0492862d383,37.70890876,138.9947919,新潟・阿賀エリア,フルーツ・野菜収穫,情報なし,"味覚狩り, ぶどう狩り, 桃狩り, 梨狩り",情報がありません,2023年7月中旬～11月上旬,休憩所完備（雨天OK),フルーツ・野菜収穫
302,https://niigata-kankou.or.jp/spot/10812,いくとぴあ食花,https://niigata-kankou.or.jp/image/rendering/attraction_image/3480/trim.900/3/2?v=27ced3a6298c3313cec61ef178736874c00519f1,37.88017855,139.0497972,新潟・阿賀エリア,"観光施設, 花・木, 市場・産直, 新潟県のチューリップ・開花情報","ユニバーサルデザイン情報有, おむつ交換場所有, 授乳室有",情報なし,"新潟県のチューリップ・開花情報の最新状況: 終わり
新潟県のチューリップ・開花情報のシーズン: 4月中旬～4月下旬",情報がありません,4月中旬～4月下旬,観光施設
303,https://niigata-kankou.or.jp/spot/11970,第14回フラワースタンプラリー,https://niigata-kankou.or.jp/image/rendering/attraction_image/142548/trim.900/3/2?v=9aea9ee7db2bcb7e02d6749061e4f8f31bc9c9fa,37.41795,138.74566400000003,長岡・柏崎エリア,"花・紅葉・蛍, 花・木, 見る, 動植物園・水族館, 巡る","夫婦, 女性, ファミリー","スタンプラリー, 花, フラワー, プレゼント",情報がありません,2023年4月15日（土曜日）～6月18日（日曜日）,"応募締切：6月23日（金曜日）消印有効_x000D_
※プレゼントの発送をもって発表に代えさせていただきます。_x000D_
※休園日、休館日、営業時間帯は各施設により異なりますので個別にお問合せください。",動植物園・水族館
307,https://niigata-kankou.or.jp/spot/11887,三国街道塩沢宿ひな雪見かざり,https://niigata-kankou.or.jp/image/rendering/attraction_image/4067/trim.900/3/2?v=4cc87f0826b017a073fbdf4507f1465e61ee4267,37.04135849,138.8535289,湯沢・魚沼エリア,"祭り・伝統行事, 町並み, 巡る, 観光施設","夫婦, 女性, ファミリー",ひな巡り,情報がありません,"2023年2月18日（土曜日）～4月2日（日曜日）
",情報がありません,観光施設
309,https://niigata-kankou.or.jp/spot/11443,さわたコミュニティセンター  ビューさわた,https://niigata-kankou.or.jp/image/rendering/attraction_image/120222/trim.900/3/2?v=79cecc8de99304dc6f7a8875687311da3e7988bd,38.008506,138.316627,佐渡エリア,温泉・サウナ,情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
319,https://niigata-kankou.or.jp/spot/11600,弥彦湯神社温泉（弥彦温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/3656/trim.900/3/2?v=be9a0b93764013308db0404641f5ce65558d9ef3,37.703143,138.827448,弥彦・燕三条エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：アルカリ性単純温泉
●効能：肌の角質をとる美肌効果、鎮静効果大きく病後回復、疲労回復、ストレス解消、健康増進など

老若男女が安心して入れる優しい湯アルカリの湯が美肌を作る",温泉・サウナ
324,https://niigata-kankou.or.jp/spot/10688,NASPAスキーガーデン,https://niigata-kankou.or.jp/image/rendering/attraction_image/3326/trim.900/3/2?v=fe285ec3d97be84e369857644cc8368200df716f,36.92507671388895,138.80588046557614,湯沢・魚沼エリア,スキー・スノーアクティビティ,"カード対応可, ユニバーサルデザイン情報有, おむつ交換場所有, 授乳室有, ベビーカー貸出有, 夫婦, 女性, ファミリー",情報なし,情報がありません,"2023年12月22日（金曜日） オープン予定_x000D_
2024年3月31日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
325,https://niigata-kankou.or.jp/spot/42979,道の駅「ながおか花火館」,https://niigata-kankou.or.jp/image/rendering/attraction_image/161848/trim.900/3/2?v=6cbd5aa74b72fe28a5cae1b15992bcdac480faba,37.45503,138.8045291,長岡・柏崎エリア,"道の駅, 観光施設",情報なし,情報なし,情報がありません,情報がありません,"【貸館】DayRENT_x000D_
●フリーマーケットやセミナーなど自由に利用できるレンタル会議室や屋内外イベントスペースを完備。_x000D_
●事前予約制です。対象エリアや料金等は､道の駅長岡花火館公式HPをご覧ください。",観光施設
327,https://niigata-kankou.or.jp/spot/10690,岩原スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3328/trim.900/3/2?v=4c07f339f41b3297d52b7badcd9ac4a14e11b009,36.938436376364265,138.84056158320254,湯沢・魚沼エリア,スキー・スノーアクティビティ,"夫婦, 女性, ファミリー, カード対応可, おむつ交換場所有, 授乳室有",情報なし,情報がありません,"2023年12月23日（土曜日）オープン予定_x000D_
2024年3月31日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
328,https://niigata-kankou.or.jp/spot/10671,池の平温泉 アルペンブリックスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/8833/trim.900/3/2?v=7c182dbbe2bcd9ff2e3607974dced51f7b35ea02,36.872471,138.171852,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年3月下旬クローズ予定",情報がありません,スキー・スノーアクティビティ
329,https://niigata-kankou.or.jp/spot/43018,摂田屋6番街発酵ミュージアム・米蔵（旧機那サフラン酒本舗）,https://niigata-kankou.or.jp/image/rendering/attraction_image/160157/trim.900/3/2?v=f544b2874e24966a28d06749e1c57c6db6636ce3,37.4159192,138.8405,長岡・柏崎エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,"●開館時間：9時～17時（入館は16時30分まで）_x000D_
○軽食提供スペース：10時～17時（入館は16時30分まで）※10時～11時は一部メニュー調理中。全メニュー提供は11時から。_x000D_
●定休日：毎週火曜日（要問合せ）_x000D_
○軽食提供スペースは毎週火・水曜日定休 ※祝日等の関係で変更の可能性あり、年末年始（12月28日～1月4日）_x000D_
※イベント開催時の場合入場できない場合もございます。",観光施設
332,https://niigata-kankou.or.jp/spot/6162,アグリコア越後ワイナリー,https://niigata-kankou.or.jp/image/rendering/attraction_image/154146/trim.900/3/2?v=4e019ab9b23f37dc2f5b619fd119c9f85852e489,37.16283077,138.9383146,湯沢・魚沼エリア,"ご当地グルメ・郷土料理,地酒・地ビール・ワイン,自然・景観,農家レストラン,フルーツ・野菜収穫",情報なし,情報なし,情報がありません,情報がありません,情報がありません,フルーツ・野菜収穫
333,https://niigata-kankou.or.jp/spot/7114,長岡東山ふるさと体験農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/153613/trim.900/3/2?v=c41adaf5f9b20e4c1c4ee8ab0fe351331a5c4e9e,37.4306244,138.8698983,長岡・柏崎エリア,フルーツ・野菜収穫,情報なし,いちご狩り,情報がありません,2023年1月21日（土曜日)～オープン,情報がありません,フルーツ・野菜収穫
348,https://niigata-kankou.or.jp/spot/11355,越後長野温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/85594/trim.900/3/2?v=257907cb00be830fd2dd5f5c72fbf77cd017d11f,37.52693405,139.1177403,弥彦・燕三条エリア,"日帰り温泉, 温泉地, 温泉宿泊施設",情報なし,しただ温泉郷,情報がありません,情報がありません,情報がありません,温泉・サウナ
356,https://niigata-kankou.or.jp/spot/10681,かぐらスキー場（田代エリア）,https://niigata-kankou.or.jp/image/rendering/attraction_image/3319/trim.900/3/2?v=1236f3301b08460eecd39be32cee02d1310bb100,36.84626741480791,138.77577614226595,湯沢・魚沼エリア,スキー・スノーアクティビティ,"カード対応可, ファミリー",情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年5月6日（月曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
360,https://niigata-kankou.or.jp/spot/10670,赤倉温泉スキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/8837/trim.900/3/2?v=c05c828447a027697da51a896ea175b1ee9b0da2,36.89683,138.175693,妙高・上越・糸魚川エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年4月7日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
366,https://niigata-kankou.or.jp/spot/5621,新潟県立植物園,https://niigata-kankou.or.jp/image/rendering/attraction_image/151231/trim.900/3/2?v=bb94059f35847251c94f8fd41c38fae891f76aef,37.76135498,139.1117905,新潟・阿賀エリア,動植物園・水族館,"授乳室有, ユニバーサルデザイン情報有","こども, 自由研究, 夏休み",情報がありません,情報がありません,情報がありません,動植物園・水族館
380,https://niigata-kankou.or.jp/spot/10069,タカギ農場,https://niigata-kankou.or.jp/image/rendering/attraction_image/19504/trim.900/3/2?v=e15f5921430a0aad523d2c4fce6eca7455d447f9,37.925605,139.163912,新潟・阿賀エリア,"フルーツ・野菜収穫, 食べる, 農家レストラン, 市場・産直",ユニバーサルデザイン情報有,いちご狩り,情報がありません,2023年2月17日（金曜日）～～5月下旬,情報がありません,フルーツ・野菜収穫
381,https://niigata-kankou.or.jp/spot/7113,夢ファームあらかわいちご園,https://niigata-kankou.or.jp/image/rendering/attraction_image/38678/trim.900/3/2?v=4a4bf50e639be87fb9cae56db7b6e09bc2601610,38.105876,139.425795,村上・新発田エリア,フルーツ・野菜収穫,情報なし,いちご狩り,情報がありません,2月下旬～5月下旬,情報がありません,フルーツ・野菜収穫
382,https://niigata-kankou.or.jp/spot/8463,岩の原葡萄園,https://niigata-kankou.or.jp/image/rendering/attraction_image/131611/trim.900/3/2?v=6d643adc36ee637817cde44921279392402bec62,37.0880727,138.35067260000005,妙高・上越・糸魚川エリア,"おみやげ,地酒・地ビール・ワイン,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,"●第2号石蔵市指定文化財
※平成2年3月5日指定",酒蔵見学
383,https://niigata-kankou.or.jp/spot/11610,駒の湯温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/122373/trim.900/3/2?v=7dc9e8b58349b4ee8440ee0e2a6f5f85bf03c40d,37.16207869,139.0892733,湯沢・魚沼エリア,"温泉地, 温泉宿泊施設",情報なし,"温泉, ランプの宿, 秘湯, 自然の中でのんびり",情報がありません,情報がありません,"●泉質：アルカリ性単純温泉_x000D_
●主な効能：リウマチ、胃腸病、高血圧、外傷、眼病等 _x000D_
●泉温：33度",温泉・サウナ
384,https://niigata-kankou.or.jp/spot/41310,錦鯉,https://niigata-kankou.or.jp/image/rendering/attraction_image/13545/trim.900/3/2?v=fe6e68b72b5f0f7e14b53a7a6bb64325b409b600,37.31118454613894,138.795251805691,長岡・柏崎エリア,"動植物園・水族館, 産業観光",情報なし,情報なし,情報がありません,情報がありません,"世界唯一の錦鯉鑑賞施設「錦鯉の里」でいつでも鑑賞することができます。_x000D_
購入等につきましては、小千谷市錦鯉漁業協同組合に加盟している各養鯉業者にお問い合わせください。_x000D_
（もしくは小千谷市錦鯉漁業協同組合事務局TEL:0258‐94‐6031）",動植物園・水族館
385,https://niigata-kankou.or.jp/spot/11687,浦佐温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/84562/trim.900/3/2?v=6c37dee5c9f8155d3efd2e57d748c572ed2488f6,37.16357767,138.9178386,湯沢・魚沼エリア,温泉地,ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,"【たもん荘】_x000D_
●泉質：ナトリウム・カルシウムー塩化物･硫酸塩温泉(低張性中性高温泉)_x000D_
●適応症：きりきず、末梢循環障害、冷え症　ほか_x000D_
【てじまや】_x000D_
●泉質：ナトリウムー塩化物泉(低張性中性低温泉)_x000D_
●適応症：きりきず、やけど、慢性皮膚病　ほか",温泉・サウナ
390,https://niigata-kankou.or.jp/spot/11576,瀬波温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3624/trim.900/3/2?v=43e08198cf67092fa7696056cd7c1aa50ed52068,38.21953187,139.441478,村上・新発田エリア,"温泉地, 温泉・宿・サウナ, 遊ぶ","夫婦, 女性, ファミリー",情報なし,情報がありません,通年,情報がありません,温泉・サウナ
394,https://niigata-kankou.or.jp/spot/44138,樽ケ橋遊園　動物ふれあい,https://niigata-kankou.or.jp/image/rendering/attraction_image/143067/trim.900/3/2?v=4a59c29fac36ab499c982ce97fc12f186cb5d113,38.06237984440464,139.45311779311524,村上・新発田エリア,"動植物園・水族館, 遊ぶ","おむつ交換場所有, 授乳室有, 夫婦, 女性, ファミリー",情報なし,情報がありません,開園期間中の土・日・祝日,"■注意事項_x000D_
みなさまが楽しく、快適にご利用いただけるよう、以下の事項をお守りください。
_x000D_
①ペットの持ち込みはご遠慮ください。_x000D_
②園内での喫煙はご遠慮ください。_x000D_
③飲酒及び酒類の持ち込みはご遠慮ください。_x000D_
④動物には園内で販売しているエサ以外は与えないでください。_x000D_
⑤園内にゴミ箱は設置しておりませんので、各自でお持ち帰りください。_x000D_
⑥許可なく物販などの営業行為はしないでください。",動植物園・水族館
395,https://niigata-kankou.or.jp/spot/10705,▲越後妻有 松之山温泉スノーパーク（松之山温泉スキー場）,https://niigata-kankou.or.jp/image/rendering/attraction_image/162003/trim.900/3/2?v=44ba01fa4a3e4f10e1f41472f857fcca03bd3e8f,37.0521897,138.5975518,湯沢・魚沼エリア,"スキー・スノーアクティビティ, キャンプ",情報なし,情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年3月下旬クローズ予定",情報がありません,スキー・スノーアクティビティ
396,https://niigata-kankou.or.jp/spot/10706,まつだいファミリースキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/162016/trim.900/3/2?v=14a171e42f70fae04f4fdcdc6909d21d1d2ad95a,37.1266249,138.6055766,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月23日（土曜日） オープン予定_x000D_
2024年3月24日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
398,https://niigata-kankou.or.jp/spot/10700,ムイカスノーリゾート,https://niigata-kankou.or.jp/image/rendering/attraction_image/40348/trim.900/3/2?v=ddc2602540bdd158fea0d741c45ab33170d58634,37.071601,138.846365,湯沢・魚沼エリア,スキー・スノーアクティビティ,情報なし,情報なし,情報がありません,"2023年12月22日（金曜日）オープン予定_x000D_
2024年3月24日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
399,https://niigata-kankou.or.jp/spot/10024,伊藤農園,https://niigata-kankou.or.jp/image/rendering/attraction_image/29566/trim.900/3/2?v=44450b573349f8807a7aed446d1b9f6ceabbfc8f,37.9611,139.262674,村上・新発田エリア,"フルーツ・野菜収穫, グルメ・ガストロノミー","夫婦, 女性, ファミリー","味覚狩り, ぶどう狩り",情報がありません,2023年9月1日～10月中旬,情報がありません,フルーツ・野菜収穫
403,https://niigata-kankou.or.jp/spot/10106,黒沢観光栗・さるなし園,https://niigata-kankou.or.jp/image/rendering/attraction_image/156856/trim.900/3/2?v=7c2efbc2c7a3b322f1498277f2e0e3734a8cf80f,37.0935714,138.7574237,湯沢・魚沼エリア,"フルーツ・野菜収穫, 農家レストラン",情報なし,"味覚狩り, 栗拾い, サルナシ狩り",情報がありません,2023年9月20日～10月中旬,"例年　9月中旬～10月中旬　_x000D_
※気候条件によりオープン時期が前後する場合があります_x000D_
※団体での利用の際は、事前にご連絡ください。",フルーツ・野菜収穫
410,https://niigata-kankou.or.jp/spot/11812,えちご川口温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/152207/trim.900/3/2?v=a4cabdda8443b6ee1baf32a532d1f275322254d9,37.26850684226405,138.86884637639923,長岡・柏崎エリア,"温泉・宿・サウナ, 日帰り温泉",ユニバーサルデザイン情報有,えちご川口温泉,情報がありません,情報がありません,情報がありません,温泉・サウナ
412,https://niigata-kankou.or.jp/spot/11607,大湯温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3664/trim.900/3/2?v=2531b575f3c88e09b13249efa68faaf0bb80ccdf,37.1928463,139.0818587,湯沢・魚沼エリア,"温泉・宿・サウナ, 温泉地",情報なし,"温泉, スキー場隣接",情報がありません,情報がありません,情報がありません,温泉・サウナ
413,https://niigata-kankou.or.jp/spot/9011,佐渡太鼓体験交流館 たたこう館,https://niigata-kankou.or.jp/image/rendering/attraction_image/123229/trim.900/3/2?v=44b120cc88e403bf3d90964df25671725b2e9608,37.8222157,138.23244490000002,佐渡エリア,"観光施設,歴史・文化,体験",ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,他のお客様と一緒に体験いただく場合があります。またイベント、貸館、その他当館の都合にて体験を実施できない場合もあります。,観光施設
418,https://niigata-kankou.or.jp/spot/41484,そら野テラス,https://niigata-kankou.or.jp/image/rendering/attraction_image/19665/trim.900/3/2?v=96fa7ef6df4141ce121db8c9c4d99d87a7d47250,37.7981588,138.8916097,新潟・阿賀エリア,"食べる, フルーツ・野菜収穫",情報なし,いちご狩り,情報がありません,2023年2月18日（土曜日）〜6月中旬,情報がありません,フルーツ・野菜収穫
427,https://niigata-kankou.or.jp/spot/43570,ラポルテ五泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/107862/trim.900/3/2?v=247d88ae7d447b7f03e4e7350aa5e3cc35dd0faf,37.74470007,139.1933,新潟・阿賀エリア,観光施設,"授乳室有, カード対応可",情報なし,情報がありません,情報がありません,情報がありません,観光施設
431,https://niigata-kankou.or.jp/spot/42084,婿投げ体験ご利益スポット＆24時間湯で玉子,https://niigata-kankou.or.jp/image/rendering/attraction_image/32619/trim.900/3/2?v=3696c23013ab95a59af14df685456adfce6cd234,37.06550834,138.6024809,湯沢・魚沼エリア,"遊ぶ, 料理・グルメ, グルメ・ガストロノミー, 観光施設, スパ・足湯",情報なし,ガストロノミー,情報がありません,5月～11月の金曜・土曜・日曜・祝日（降雪状況による）,情報がありません,観光施設
432,https://niigata-kankou.or.jp/spot/11612,栃尾又温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/19475/trim.900/3/2?v=97c30872d9f09e6b5edb823e49982a0129306c30,37.18546759,139.0859067,湯沢・魚沼エリア,温泉地,情報なし,"温泉, ラジウム温泉, 子宝の湯, 湯治",情報がありません,情報がありません,"●泉質：単純ラジウム泉_x000D_
●主な効能：リウマチ、婦人病等_x000D_
●源泉温度：37度",温泉・サウナ
435,https://niigata-kankou.or.jp/spot/5957,国営越後丘陵公園,https://niigata-kankou.or.jp/image/rendering/attraction_image/162723/trim.900/3/2?v=5e2ed92fd360fca5f13d9bfe822009f331458b0d,37.42639399999999,138.746618,長岡・柏崎エリア,"花・木, 公園, スキー・スノーアクティビティ, 新潟県のチューリップ・開花情報, 新潟県の雪割草・開花情報, 新潟県のカタクリ・開花情報, 新潟県のバラ・開花情報","ユニバーサルデザイン情報有, 授乳室有","子どもが遊べる, お花いっぱい","新潟県のチューリップ・開花情報の最新状況: 終わり
新潟県のチューリップ・開花情報のシーズン: 4月下旬～5月上旬
新潟県の雪割草・開花情報の最新状況: 終わり
新潟県の雪割草・開花情報のシーズン: 3月中旬～4月中旬
新潟県のカタクリ・開花情報の最新状況: 終わり
新潟県のカタクリ・開花情報のシーズン: 3月下旬～4月中旬
新潟県のバラ・開花情報の最新状況: 冬囲いのため剪定作業に入ります
新潟県のバラ・開花情報のシーズン: 9月下旬～11月中旬
コスモスの最新状況: 抜き取り作業が始まります
コスモスのシーズン: 9月下旬～10月下旬",情報がありません,情報がありません,スキー・スノーアクティビティ
436,https://niigata-kankou.or.jp/spot/10684,中里スノーウッドスキー場,https://niigata-kankou.or.jp/image/rendering/attraction_image/3322/trim.900/3/2?v=4100b2e7e37080a91673584e21030c9dccacab5b,36.90543989305922,138.85018257672118,湯沢・魚沼エリア,スキー・スノーアクティビティ,"託児所有, ファミリー",情報なし,情報がありません,"2023年12月16日（土曜日） オープン予定_x000D_
2024年4月7日（日曜日）クローズ予定",情報がありません,スキー・スノーアクティビティ
